"Ministry of Industry,
Commerce, Agriculture
& Fisheries"||||"Farmgate Prices (J$/Kg)
Week Ending October 31, 2020"||||||||||||||||
||||||||||||||||||||
||||||||||||||||||||
||||||||||||||||||||
||||||Manchester|||||||||St. Andrew|||||
||||||||||||||||||||
||||||Low||High||"Most
Frequent"|Supply|||Grade|Low|High|"Most
Frequent"|Supply||Grade
Commodity||Variety / Source||||||||||||||||||
||||||||||||||||||||
Broccoli||Local||||-||-||-|-|||-|1100|1100|1100|Fair||Excellent
||||||||||||||||||||
Cabbage (Green)||Local||||66||110||110|Fair|||Excellent|132|154|143|Fair||Excellent
Cabbage (Red)||Local||||-||-||-|-|||-|-|-|-|-||-
Callaloo||Shredded||||-||-||-|-|||-|-|-|-|-||-
Callaloo||Whole||||55||88||71.5|Moderate|||Excellent|110|132|132|Fair||Excellent
Cantaloupe||Local||||154||176||165|Moderate|||Excellent|-|-|-|-||-
Carrot||Local||||264||330||297|Moderate|||Excellent|330|330|330|Fair||Excellent
Cauliflower||Local||||440||484||462|Scarce|||Excellent|-|-|-|-||-
Coco||Local||||132||154||143|Scarce|||Excellent|-|-|-|-||-
Cucumber||Local||||110||154||110|Scarce|||Excellent|-|-|-|-||-
Dasheen||Local||||-||-||-|-|||-|-|-|-|-||-
Escallion||Local||||110||132||121|Fair|||Excellent|550|660|550|Fair||Excellent
Ginger||Local||||-||-||-|-|||-|-|-|-|-||-
Green Banana||Local||||33||44||38.5|Moderate|||Excellent|88|110|88|Fair||Excellent
Gungo Peas||Dry||||-||-||-|-|||-|-|-|-|-||-
Gungo Peas||Green||||-||-||-|-|||-|-|-|-|-||-
Honeydew Melon||Local||||-||-||-|-|||-|-|-|-|-||-
Irish Potato||Local||||176||220||176|Scarce|||Excellent|264|264|264|Fair||Excellent
Lettuce||Iceberg (Local)||||-||-||-|-|||-|660|770|770|Fair||Excellent
Lettuce||Other||||-||-||-|-|||-|-|-|-|-||-
Lettuce||Romaine (Local)||||990||1100||1045|Scarce|||Excellent|-|-|-|-||-
Okra||Local||||-||-||-|-|||-|-|-|-|-||-
Onion||Local||||-||-||-|-|||-|-|-|-|-||-
Pak Choi||Local||||-||-||-|-|||-|-|-|-|-||-
Papaya||Local||||-||-||-|-|||-|-|-|-|-||-
Pepper||Scotch Bonnet||||330||440||385|Moderate|||Excellent|550|550|550|Fair||Excellent
Pepper||West Indian Red||||110||154||132|Moderate|||Excellent|-|-|-|-||-
Pineapple||Cow Boy||||-||-||-|-|||-|-|-|-|-||-
Pineapple||MD 2||||-||-||-|-|||-|-|-|-|-||-
Pineapple||Sugar Loaf||||-||-||-|-|||-|-|-|-|-||-
Plantain||Green||||55||66||60.5|Moderate|||Excellent|132|154|154|Fair||Excellent
Plantain||Ripe||||88||132||110|Moderate|||Excellent|-|-|-|-||-
Pumpkin||Local||||33||66||66|Good|||Excellent|110|132|110|Fair||Excellent
Sorrel||Local||||440||550||495|Scarce|||Excellent|-|-|-|-||-
String Bean||Local||||330||440||330|Scarce|||Excellent|-|-|-|-||-
Sweet Pepper (Green)||Green House (Local)||||-||-||-|-|||-|-|-|-|-||-
